kepoi_name,period_days,orbital_dist_AU,planet_radius_earth,planet_type,stellar_mass_solar,stellar_temp_K,luminosity_solar,hz_inner_AU,hz_outer_AU,in_habitable_zone,koi_kepmag
K04331.01,1.7179,0.0306,1.34,Super-Earth,1.299,6674.0,4.7701,2.0749,2.9922,False,13.228
K04399.01,42.1005,0.2276,2.77,Mini-Neptune,0.887,5654.0,3.4722,1.7702,2.5528,False,11.965
K04546.01,0.7418,0.0164,55.97,Super-Jupiter,1.079,6163.0,1.3282,1.0949,1.5789,False,13.469
K04341.01,10.7783,0.0973,1.29,Super-Earth,1.057,6734.0,2.9663,1.6362,2.3595,False,13.264
K04407.01,1.3381,0.0242,0.67,Rocky (Earth-like),1.05,6331.0,3.4006,1.7519,2.5264,False,11.179
K04557.01,5.7565,0.0648,0.85,Rocky (Earth-like),1.093,6210.0,1.4238,1.1336,1.6347,False,13.666
K04345.01,4.3271,0.0483,45.8,Super-Jupiter,0.804,5776.0,2.1141,1.3813,1.992,False,13.404
K04482.01,5.3829,0.0639,0.83,Rocky (Earth-like),1.199,6362.0,2.791,1.5871,2.2888,False,12.642
K04556.01,21.5809,0.1554,1.43,Super-Earth,1.074,5790.0,4.2873,1.9671,2.8367,False,11.981
K04421.01,4.727,0.0548,0.52,Rocky (Earth-like),0.981,6183.0,1.3165,1.09,1.5719,False,12.788
K04423.01,7.6521,0.0764,0.8,Rocky (Earth-like),1.014,6312.0,1.2853,1.077,1.5532,False,13.099
K04426.01,369.1324,1.0346,2.14,Mini-Neptune,1.084,6282.0,2.9337,1.6272,2.3465,False,13.665
K04431.01,19.5651,0.1505,1.13,Rocky (Earth-like),1.188,6350.0,2.8347,1.5995,2.3066,False,12.674
K04296.01,2.4938,0.0359,0.8,Rocky (Earth-like),0.995,6171.0,1.6118,1.2061,1.7393,False,13.03
K04298.01,2.8949,0.0445,1.18,Rocky (Earth-like),1.407,7051.0,6.1257,2.3513,3.3908,False,13.458
K04367.01,170.9941,0.6069,2.34,Mini-Neptune,1.02,6263.0,1.2537,1.0637,1.534,False,13.985
K04435.01,10.8615,0.0981,0.84,Rocky (Earth-like),1.069,6328.0,1.4763,1.1543,1.6646,False,13.517
K04505.01,18.0072,0.1415,1.04,Rocky (Earth-like),1.165,6567.0,2.1838,1.4039,2.0245,False,13.615
K04302.01,5.5331,0.0618,0.89,Rocky (Earth-like),1.027,6529.0,2.4067,1.4738,2.1254,False,13.591
K04443.01,5.6758,0.0678,1.06,Rocky (Earth-like),1.292,6678.0,3.6641,1.8185,2.6224,False,13.802
K04377.01,19.8751,0.1645,2.86,Mini-Neptune,1.502,6423.0,11.8523,3.2706,4.7165,False,13.543
K04318.01,14.8162,0.1291,1.45,Super-Earth,1.308,6714.0,3.7125,1.8304,2.6397,False,12.583
K04452.01,12.8576,0.1003,1.19,Rocky (Earth-like),0.815,5977.0,1.6876,1.2341,1.7797,False,13.821
K04744.01,3.3915,0.0442,0.54,Rocky (Earth-like),1.0,5896.0,0.9058,0.9041,1.3039,False,13.773
K04818.01,3.7989,0.0525,1.02,Rocky (Earth-like),1.338,6828.0,3.8496,1.8639,2.688,False,13.008
K04601.01,7.9401,0.0798,0.99,Rocky (Earth-like),1.075,6254.0,1.5538,1.1842,1.7077,False,13.757
K04822.01,3.5141,0.0461,0.69,Rocky (Earth-like),1.058,6201.0,1.2976,1.0822,1.5606,False,13.474
K04603.01,15.9514,0.1308,1.25,Super-Earth,1.173,6453.0,2.2815,1.4349,2.0693,False,13.629
K04605.01,7.786,0.0767,0.71,Rocky (Earth-like),0.994,6045.0,1.0904,0.992,1.4306,False,13.515
K04674.01,4.8435,0.0542,0.81,Rocky (Earth-like),0.906,5762.0,1.1028,0.9976,1.4387,False,13.59
K04676.01,31.1837,0.2158,3.21,Mini-Neptune,1.378,5947.0,6.5018,2.4224,3.4933,False,13.931
K04823.01,4.9651,0.0566,1.37,Super-Earth,0.982,5339.0,2.9482,1.6312,2.3523,False,12.739
K04614.01,6.4547,0.072,1.22,Rocky (Earth-like),1.194,6475.0,3.0383,1.6559,2.388,False,13.784
K04686.01,11.831,0.1013,0.92,Rocky (Earth-like),0.991,5619.0,1.6689,1.2273,1.7698,False,12.327
K04833.01,4.3172,0.0515,1.05,Rocky (Earth-like),0.979,5992.0,1.9848,1.3384,1.9301,False,13.6
K04834.01,3.741,0.0546,1.74,Super-Earth,1.554,5110.0,6.3863,2.4008,3.4621,False,13.096
K04771.01,142.7052,0.5903,1.95,Super-Earth,1.347,6711.0,3.1709,1.6917,2.4396,False,13.964
K04839.01,21.8419,0.162,2.1,Mini-Neptune,1.189,6194.0,6.6322,2.4465,3.5282,False,13.547
K04699.01,3.0771,0.0425,0.64,Rocky (Earth-like),1.084,6319.0,1.5235,1.1726,1.691,False,12.889
K04773.01,8.8493,0.0838,0.87,Rocky (Earth-like),1.004,6095.0,1.5256,1.1734,1.6922,False,13.556
K04774.01,51.5677,0.2539,1.3,Super-Earth,0.821,5285.0,0.5371,0.6962,1.004,False,13.882
K04775.01,16.449,0.1353,1.82,Super-Earth,1.22,5346.0,3.2256,1.7062,2.4605,False,12.999
K04633.01,11.6934,0.1032,1.38,Super-Earth,1.072,5984.0,3.3915,1.7495,2.523,False,13.848
K04634.01,4.0275,0.0493,1.01,Rocky (Earth-like),0.987,6163.0,1.4054,1.1262,1.6241,False,13.685
K04637.01,4.3799,0.0558,0.73,Rocky (Earth-like),1.21,6390.0,5.1196,2.1495,3.0998,False,10.438
K04567.01,14.7441,0.1179,42.58,Super-Jupiter,1.006,6146.0,1.2471,1.0609,1.5299,False,13.775
K04713.01,8.7964,0.0834,0.99,Rocky (Earth-like),1.0,5780.0,1.0014,0.9507,1.371,False,13.641
K04715.01,53.2857,0.2579,1.32,Super-Earth,0.806,6015.0,1.3121,1.0882,1.5693,False,13.98
K04716.01,5.8944,0.0631,0.61,Rocky (Earth-like),0.964,6177.0,1.5604,1.1867,1.7113,False,12.322
K04647.01,37.9046,0.2239,2.18,Mini-Neptune,1.042,5303.0,2.7369,1.5716,2.2665,False,13.726
K04575.01,201.3338,0.7279,1.79,Super-Earth,1.269,6582.0,4.3001,1.97,2.8409,False,13.174
K04651.01,1.1926,0.0207,0.74,Rocky (Earth-like),0.837,5600.0,0.9054,0.9039,1.3036,False,13.818
K04580.01,6.3042,0.0708,1.22,Rocky (Earth-like),1.192,6728.0,6.197,2.3649,3.4104,False,13.01
K04581.01,6.0061,0.0657,0.73,Rocky (Earth-like),1.05,6103.0,1.6749,1.2295,1.773,False,13.549
K04582.01,4.2243,0.0515,0.6,Rocky (Earth-like),1.019,5984.0,2.8938,1.6161,2.3305,False,11.756
K04653.01,19.9777,0.154,1.08,Rocky (Earth-like),1.221,6362.0,1.9236,1.3176,1.9001,False,13.52
K04656.01,3.8184,0.0526,1.21,Rocky (Earth-like),1.333,6714.0,4.9154,2.1062,3.0374,False,13.821
K04657.01,7.5762,0.0717,0.55,Rocky (Earth-like),0.856,5366.0,0.4445,0.6334,0.9134,False,13.241
K04588.01,7.5374,0.0802,1.0,Rocky (Earth-like),1.211,6483.0,3.2636,1.7162,2.475,False,12.912
K04663.01,5.6569,0.06,0.67,Rocky (Earth-like),0.902,5633.0,1.4115,1.1287,1.6276,False,12.715
K04811.01,21.7437,0.1518,1.98,Super-Earth,0.987,5767.0,2.224,1.4167,2.0431,False,13.816
K04813.01,9.2295,0.073,0.8,Rocky (Earth-like),0.608,4780.0,0.1709,0.3927,0.5664,False,13.78
K04907.01,4.0448,0.0508,0.7,Rocky (Earth-like),1.066,6351.0,1.8507,1.2924,1.8638,False,13.778
K04913.01,6.7879,0.0761,1.37,Super-Earth,1.277,6543.0,3.6018,1.8029,2.6,False,13.36
K04864.01,5.6649,0.0593,0.78,Rocky (Earth-like),0.865,5888.0,1.3769,1.1147,1.6076,False,13.221
K04871.01,4.0819,0.0509,0.65,Rocky (Earth-like),1.056,6532.0,2.5398,1.514,2.1833,False,13.05
K04878.01,449.015,1.1368,1.04,Rocky (Earth-like),0.972,6031.0,1.3539,1.1054,1.5941,True,12.291
K04881.01,5.6793,0.0648,10.63,Gas Giant,1.127,6514.0,4.0583,1.9138,2.7599,False,12.892
K03207.01,0.9544,0.0232,2.27,Mini-Neptune,1.836,7056.0,17.2494,3.9456,5.6899,False,11.872
K04567.01,14.7441,0.1179,42.58,Super-Jupiter,1.006,6146.0,1.2471,1.0609,1.5299,False,13.775
K04567.02,4.6725,0.0548,1694.66,Super-Jupiter,1.006,6146.0,1.2471,1.0609,1.5299,False,13.775
K00647.02,8.1135,0.0798,0.74,Rocky (Earth-like),1.028,6458.0,1.8507,1.2924,1.8638,False,13.55
K04575.01,201.3338,0.7279,1.79,Super-Earth,1.269,6582.0,4.3001,1.97,2.8409,False,13.174
K04936.01,0.6811,0.0141,46.44,Super-Jupiter,0.811,5872.0,0.7963,0.8477,1.2225,False,12.545
K00075.01,105.8824,0.4817,10.5,Gas Giant,1.33,5896.0,6.9236,2.4997,3.6048,False,10.775
K04647.01,37.9046,0.2239,2.18,Mini-Neptune,1.042,5303.0,2.7369,1.5716,2.2665,False,13.726
K04647.02,12.0087,0.1041,1.77,Super-Earth,1.042,5303.0,2.7369,1.5716,2.2665,False,13.726
K04980.01,2.976,0.0417,105.2,Super-Jupiter,1.09,6582.0,3.4242,1.7579,2.5351,False,11.287
K04657.01,7.5762,0.0717,0.55,Rocky (Earth-like),0.856,5366.0,0.4445,0.6334,0.9134,False,13.241
K04657.02,10.4315,0.0887,0.6,Rocky (Earth-like),0.856,5366.0,0.4445,0.6334,0.9134,False,13.241
K04968.01,2.9454,0.0513,57.62,Super-Jupiter,2.07,4584.0,146.8775,11.5133,16.6034,False,11.557
K04771.01,142.7052,0.5903,1.95,Super-Earth,1.347,6711.0,3.1709,1.6917,2.4396,False,13.964
K04774.01,51.5677,0.2539,1.3,Super-Earth,0.821,5285.0,0.5371,0.6962,1.004,False,13.882
K04878.01,449.015,1.1368,1.04,Rocky (Earth-like),0.972,6031.0,1.3539,1.1054,1.5941,True,12.291
K04958.01,581.729,1.3671,2.74,Mini-Neptune,1.007,5765.0,3.984,1.8962,2.7345,False,12.362
K04959.01,420.9296,1.1194,97.31,Super-Jupiter,1.056,6462.0,2.1673,1.3986,2.0169,False,13.858
K04972.01,26.0918,0.1759,1.12,Rocky (Earth-like),1.066,6348.0,1.498,1.1627,1.6768,False,13.98
K04976.01,624.9034,1.6491,2.77,Mini-Neptune,1.532,7089.0,6.7736,2.4725,3.5656,False,13.62
K04988.01,484.172,1.2555,2.38,Mini-Neptune,1.126,5858.0,1.1428,1.0156,1.4646,True,13.881
K04715.01,53.2857,0.2579,1.32,Super-Earth,0.806,6015.0,1.3121,1.0882,1.5693,False,13.98
K04913.02,8.9737,0.0917,1.57,Super-Earth,1.277,6543.0,3.6018,1.8029,2.6,False,13.36
K04923.01,38.1687,0.2238,1.4,Super-Earth,1.026,6164.0,2.7798,1.5839,2.2842,False,13.195
K05281.01,263.9014,0.9977,23.91,Super-Jupiter,1.902,5094.0,23.5759,4.6127,6.652,False,13.485
K05107.01,169.3307,0.7339,16.68,Super-Jupiter,1.839,5106.0,30.3276,5.2317,7.5447,False,13.743
K05110.01,105.5902,0.478,8.1,Gas Giant,1.307,5069.0,13.6819,3.514,5.0675,False,11.653
K05287.01,3.9891,0.0725,28.29,Super-Jupiter,3.192,4998.0,146.6924,11.5061,16.593,False,13.56
K05023.01,73.3379,0.38,93.7,Super-Jupiter,1.361,7216.0,5.0443,2.1337,3.077,False,13.559
K05027.01,62.3124,0.3884,6.15,Gas Giant,2.012,4999.0,17.6653,3.9929,5.7581,False,13.172
K05205.01,313.0514,0.9235,2.91,Mini-Neptune,1.072,6218.0,1.8833,1.3037,1.8801,False,12.842
K05207.01,18.9822,0.1287,0.65,Rocky (Earth-like),0.79,5830.0,0.7055,0.7979,1.1507,False,13.048
K05033.01,127.6717,0.4728,5.52,Gas Giant,0.865,4985.0,3.8411,1.8619,2.685,False,13.832
K05119.01,143.1637,0.7165,20.03,Super-Jupiter,2.394,5145.0,36.8209,5.7646,8.3132,False,12.644
K05121.01,401.2044,1.1879,2.14,Mini-Neptune,1.389,6079.0,4.4791,2.0106,2.8995,False,12.616
K05211.01,3.5645,0.044,0.57,Rocky (Earth-like),0.894,5461.0,0.5326,0.6933,0.9998,False,12.936
K05298.01,1.1955,0.0231,160.98,Super-Jupiter,1.15,6047.0,6.149,2.3557,3.3972,False,13.535
K05300.01,188.9658,0.6582,1.41,Super-Earth,1.065,6391.0,2.1411,1.3901,2.0047,False,13.039
K05034.01,282.5363,0.8657,113.93,Super-Jupiter,1.084,6401.0,2.9945,1.6439,2.3707,False,13.252
K05126.01,418.0435,1.2977,13.73,Super-Jupiter,1.668,5110.0,18.2974,4.0637,5.8602,False,13.637
K05335.01,1.7526,0.0294,124.27,Super-Jupiter,1.101,5853.0,3.3926,1.7498,2.5234,False,11.388
K05129.01,0.6688,0.0156,115.78,Super-Jupiter,1.134,3299.0,2361.1832,46.1624,66.5711,False,11.598
K05132.01,43.9312,0.3059,73.52,Super-Jupiter,1.979,4977.0,22.8527,4.5414,6.5492,False,12.776
K05220.01,1.5347,0.0344,31.85,Super-Jupiter,2.309,4961.0,124.7361,10.6101,15.3009,False,12.224
K05223.01,354.2115,1.0489,8.41,Gas Giant,1.227,4842.0,4.5426,2.0248,2.9199,False,13.682
K05046.01,40.9882,0.2378,1.44,Super-Earth,1.068,6705.0,2.4993,1.5019,2.1659,False,13.006
K05048.01,138.3337,0.5084,6.28,Gas Giant,0.916,4948.0,3.4887,1.7744,2.5589,False,13.419
K05230.01,330.7381,1.0078,4.42,Gas Giant,1.248,5458.0,4.7909,2.0794,2.9987,False,13.381
K05321.01,215.6328,0.7108,2.02,Mini-Neptune,1.03,6163.0,3.1824,1.6947,2.444,False,13.793
K05322.01,30.9289,0.228,8.1,Gas Giant,1.653,5029.0,15.0849,3.6897,5.321,False,13.907
K05323.01,7.1556,0.093,48.37,Super-Jupiter,2.096,4992.0,36.124,5.7098,8.2341,False,13.672
K05324.01,293.3926,0.8786,6.84,Gas Giant,1.051,5203.0,6.1366,2.3534,3.3938,False,13.705
K05052.01,155.0453,0.6935,24518.8,Super-Jupiter,1.851,6910.0,15.3233,3.7188,5.3629,False,12.649
K05336.01,265.7429,0.8777,2.95,Mini-Neptune,1.277,6543.0,3.6018,1.8029,2.6,False,13.491
K05341.01,15.1858,0.122,6.56,Gas Giant,1.05,6311.0,2.5518,1.5176,2.1885,False,12.493
K05057.01,493.7424,1.2351,7.15,Gas Giant,1.031,5015.0,5.9685,2.3209,3.347,False,12.518
K05058.01,1.7144,0.0304,131.63,Super-Jupiter,1.274,6351.0,3.8592,1.8663,2.6913,False,13.309
K05059.01,646.2882,1.4645,29.48,Super-Jupiter,1.003,6484.0,2.2571,1.4272,2.0582,True,13.03
K05236.01,550.8598,1.3527,1.98,Super-Earth,1.088,6241.0,1.4469,1.1427,1.6479,True,13.093
K05310.01,22.2903,0.1403,0.96,Rocky (Earth-like),0.742,5696.0,0.6553,0.769,1.109,False,13.993
K05156.01,1.6803,0.0251,30.88,Super-Jupiter,0.747,6423.0,2.3707,1.4627,2.1094,False,12.075
K05243.01,17.7454,0.1415,115.37,Super-Jupiter,1.2,6337.0,7.105,2.5322,3.6518,False,12.366
K05068.01,385.2921,1.0064,1.57,Super-Earth,0.916,6440.0,1.7112,1.2427,1.7921,False,13.086
K05158.01,151.1301,0.6136,4.41,Gas Giant,1.349,6768.0,9.9757,3.0005,4.3271,False,11.867
K05344.01,445.3513,1.2931,3.66,Mini-Neptune,1.454,7202.0,7.4346,2.5903,3.7355,False,13.735
K05164.01,209.9675,0.7105,1.16,Rocky (Earth-like),1.085,6437.0,1.6725,1.2286,1.7718,False,12.489
K05254.01,232.9161,0.7521,1.2,Rocky (Earth-like),1.046,5807.0,2.2833,1.4355,2.0702,False,10.926
K05255.01,3.6607,0.0474,0.55,Rocky (Earth-like),1.058,6354.0,1.776,1.266,1.8258,False,13.164
K05317.01,46.2705,0.2567,180.46,Super-Jupiter,1.054,6354.0,1.69,1.235,1.781,False,13.529
K05079.01,56.0018,0.284,1.54,Super-Earth,0.974,6116.0,2.2272,1.4178,2.0446,False,13.228
K05083.01,69.9325,0.4148,8.25,Gas Giant,1.946,5207.0,17.7175,3.9988,5.7666,False,13.809
K05086.01,21.9287,0.1468,120.99,Super-Jupiter,0.878,5078.0,3.9464,1.8872,2.7216,False,10.946
K05087.01,651.0743,1.4499,1.55,Super-Earth,0.959,5696.0,1.5018,1.1642,1.6789,True,12.524
K05176.01,215.7324,0.6546,1.26,Super-Earth,0.804,5790.0,0.7388,0.8166,1.1776,False,13.372
K05179.01,1.0495,0.023,0.87,Rocky (Earth-like),1.469,7479.0,7.8007,2.6533,3.8264,False,12.519
K05092.01,271.7903,0.8606,2.38,Mini-Neptune,1.151,6484.0,2.7632,1.5792,2.2773,False,13.887
K05093.01,26.7371,0.165,26.06,Super-Jupiter,0.838,6068.0,1.268,1.0698,1.5427,False,12.688
K05274.01,55.7584,0.3016,3.13,Mini-Neptune,1.177,5376.0,4.9923,2.1226,3.0611,False,12.746
K05007.01,14.5169,0.1217,1.85,Super-Earth,1.141,5934.0,3.9528,1.8888,2.7238,False,13.698
K05099.01,111.1871,0.4338,1.51,Super-Earth,0.881,5806.0,1.673,1.2288,1.772,False,12.709
K05101.01,436.1881,1.123,1.64,Super-Earth,0.993,6499.0,3.5869,1.7992,2.5947,False,13.026
K05196.01,392.4734,1.0989,2.41,Mini-Neptune,1.149,6640.0,2.227,1.4177,2.0445,False,12.361
K05642.01,222.2806,0.7773,2.56,Mini-Neptune,1.268,6543.0,3.8543,1.8651,2.6896,False,12.401
K05373.01,50.5508,0.3042,5.0,Gas Giant,1.47,5031.0,8.5597,2.7794,4.0082,False,11.509
K05375.01,285.3777,0.7931,6.14,Gas Giant,0.817,5142.0,4.7641,2.0735,2.9903,False,13.863
K05472.01,97.5137,0.4607,5.27,Gas Giant,1.372,5437.0,7.9283,2.6749,3.8575,False,12.603
K05379.01,520.6552,1.4234,7.58,Gas Giant,1.419,5227.0,12.4583,3.3532,4.8356,False,12.518
K05564.01,3.4795,0.0568,596.25,Super-Jupiter,2.017,4724.0,117.4798,10.2969,14.8492,False,10.565
K05566.01,0.9887,0.0222,3.19,Mini-Neptune,1.49,6456.0,11.9852,3.2889,4.7429,False,12.551
K05388.01,137.3965,0.5693,2.9,Mini-Neptune,1.304,5425.0,5.4779,2.2235,3.2065,False,13.668
K05572.01,21.9578,0.148,0.78,Rocky (Earth-like),0.896,5192.0,0.4194,0.6152,0.8872,False,13.596
K05660.01,402.2097,1.0897,10.03,Gas Giant,1.067,4961.0,11.7459,3.2559,4.6953,False,13.66
K05663.01,140.8847,0.535,1.21,Rocky (Earth-like),1.029,6200.0,1.2167,1.0479,1.5112,False,13.06
K05393.01,248.4218,0.8918,18.92,Super-Jupiter,1.533,4895.0,21.284,4.3828,6.3204,False,13.586
K05486.01,4.1547,0.0567,8.21,Gas Giant,1.405,7025.0,5.949,2.3171,3.3415,False,12.572
K05577.01,495.519,1.2504,2.94,Mini-Neptune,1.062,6043.0,3.1945,1.698,2.4486,False,13.5
K05578.01,388.0485,1.1335,3.0,Mini-Neptune,1.29,5779.0,6.0558,2.3378,3.3714,False,11.084
K05665.01,100.4941,0.4545,1.33,Super-Earth,1.24,6018.0,3.6039,1.8035,2.6008,False,11.484
K05585.01,113.5739,0.469,3.45,Mini-Neptune,1.067,5155.0,3.1592,1.6885,2.4351,False,12.397
K05666.01,182.4532,0.6194,1.26,Super-Earth,0.952,6164.0,1.113,1.0022,1.4453,False,13.872
K05671.01,190.9052,0.6437,1.73,Super-Earth,0.976,6098.0,1.587,1.1968,1.7259,False,13.574
K05406.01,5.7197,0.067,0.82,Rocky (Earth-like),1.227,6356.0,5.0931,2.144,3.0918,False,11.331
K05497.01,93.3597,0.4309,1.05,Rocky (Earth-like),1.224,6809.0,5.3978,2.2072,3.1829,False,10.926
K05498.01,519.7981,1.2962,46.12,Super-Jupiter,1.075,6254.0,1.5538,1.1842,1.7077,True,12.651
K05500.01,84.9344,0.3802,1.6,Super-Earth,1.016,6290.0,2.733,1.5705,2.2649,False,13.67
K05591.01,317.0094,0.9533,4.03,Gas Giant,1.15,5066.0,3.0451,1.6578,2.3907,False,13.555
K05684.01,206.8011,0.9376,24.34,Super-Jupiter,2.571,5048.0,43.1991,6.244,9.0045,False,11.128
K05685.01,14.0019,0.1112,17.96,Super-Jupiter,0.936,4883.0,21.5641,4.4115,6.3619,False,13.814
K05410.01,24.153,0.1674,1.1,Rocky (Earth-like),1.073,6223.0,1.6133,1.2066,1.7401,False,13.664
K05411.01,11.1733,0.1133,1.52,Super-Earth,1.552,7372.0,8.1339,2.7094,3.9072,False,13.335
K05704.01,96.1671,0.378,1.15,Rocky (Earth-like),0.779,5147.0,0.3228,0.5397,0.7784,False,13.419
K05511.01,74.8336,0.3555,1.68,Super-Earth,1.07,5933.0,3.63,1.81,2.6102,False,12.395
K05597.01,7.7772,0.0744,1.1,Rocky (Earth-like),0.907,5243.0,0.8718,0.887,1.2792,False,13.725
K05426.01,124.8856,0.4718,1.74,Super-Earth,0.898,6103.0,1.8954,1.3079,1.8861,False,13.701
K05514.01,102.1008,0.4735,2.63,Mini-Neptune,1.358,6359.0,4.913,2.1057,3.0366,False,13.845
K05515.01,6.2635,0.0651,6.41,Gas Giant,0.936,6247.0,1.948,1.3259,1.9121,False,13.952
K05517.01,335.4314,1.123,7.12,Gas Giant,1.679,5172.0,14.3084,3.5935,5.1822,False,13.938
K05603.01,341.5579,1.0288,6.81,Gas Giant,1.245,5138.0,6.0011,2.3272,3.3561,False,12.472
K05604.01,476.9198,1.2894,2.49,Mini-Neptune,1.257,6282.0,4.1578,1.9371,2.7935,False,12.952
K05521.01,31.5912,0.1953,12.22,Super-Jupiter,0.995,5178.0,3.3971,1.751,2.5251,False,13.687
K05708.01,7.8634,0.0808,31.85,Super-Jupiter,1.136,5738.0,3.7135,1.8307,2.6401,False,12.524
K05436.01,28.2972,0.177,59.66,Super-Jupiter,0.924,6324.0,2.2638,1.4294,2.0613,False,12.796
K05529.01,70.3359,0.3356,39.48,Super-Jupiter,1.019,6082.0,2.0939,1.3747,1.9824,False,11.701
K05680.01,557.9288,1.2272,2.97,Mini-Neptune,0.792,5553.0,2.9008,1.618,2.3333,False,13.263
K05532.01,24.6777,0.1775,6.04,Gas Giant,1.225,4995.0,14.2886,3.591,5.1786,False,13.434
K05451.01,529.3917,1.3395,4.4,Gas Giant,1.144,5283.0,4.3821,1.9887,2.8679,False,13.156
K05629.01,192.1387,0.678,1.93,Super-Earth,1.126,6065.0,2.9885,1.6423,2.3684,False,12.534
K05358.01,126.5861,0.5026,1.54,Super-Earth,1.057,6611.0,2.6735,1.5533,2.2401,False,12.968
K05543.01,7.415,0.1115,51.51,Super-Jupiter,3.366,4989.0,185.4517,12.9372,18.6567,False,13.56
K05545.01,541.0447,1.2448,1.08,Rocky (Earth-like),0.879,5829.0,0.6662,0.7754,1.1182,False,13.607
K05632.01,264.4655,0.9079,4.41,Gas Giant,1.427,6543.0,6.8432,2.4852,3.5839,False,11.154
K05633.01,151.7788,0.6434,4.35,Gas Giant,1.542,6328.0,14.1304,3.5711,5.1499,False,11.141
K05360.01,54.5957,0.2842,2.0,Mini-Neptune,1.027,6014.0,3.3879,1.7486,2.5217,False,13.67
K05459.01,53.5537,0.2919,2.11,Mini-Neptune,1.157,6185.0,3.1625,1.6894,2.4363,False,11.47
K05461.01,119.0796,0.6491,17.89,Super-Jupiter,2.573,4849.0,40.0348,6.0109,8.6684,False,13.468
K05552.01,295.9581,0.8142,3.83,Mini-Neptune,0.822,5364.0,2.3243,1.4483,2.0887,False,13.344
K05639.01,279.2196,0.8634,4.92,Gas Giant,1.101,5159.0,4.3096,1.9722,2.8441,False,13.845
K05640.01,348.666,1.0516,9.56,Gas Giant,1.276,5183.0,15.4822,3.738,5.3906,False,12.038
K05369.01,651.358,1.8901,14.58,Super-Jupiter,2.123,5122.0,24.2067,4.674,6.7404,False,12.888
K05554.01,362.222,0.9509,0.96,Rocky (Earth-like),0.874,6113.0,2.0431,1.3579,1.9582,False,11.189
K05556.01,631.9912,1.3921,1.86,Super-Earth,0.901,5594.0,0.8892,0.8958,1.2919,False,13.415
K05736.01,161.6513,0.5649,1.34,Super-Earth,0.92,5850.0,0.7379,0.8161,1.1768,False,13.756
K05737.01,376.2425,1.0118,1.32,Super-Earth,0.976,5916.0,1.0128,0.9561,1.3787,True,13.772
K05830.01,72.7824,0.4333,11.19,Super-Jupiter,2.049,5099.0,32.471,5.4134,7.8067,False,13.628
K05833.01,440.161,1.1203,3.28,Mini-Neptune,0.968,6277.0,1.3569,1.1066,1.5959,True,13.014
K05919.01,290.1966,0.9202,2.65,Mini-Neptune,1.234,6256.0,3.0429,1.6572,2.3898,False,13.511
K05744.01,30.6953,0.185,57.53,Super-Jupiter,0.897,6340.0,1.6318,1.2135,1.7501,False,12.508
K05839.01,169.4151,0.6366,2.32,Mini-Neptune,1.199,6362.0,2.791,1.5871,2.2888,False,12.427
K05925.01,93.006,0.4071,1.97,Super-Earth,1.04,5518.0,2.5241,1.5093,2.1766,False,12.979
K05747.01,411.4471,1.185,2.86,Mini-Neptune,1.311,6519.0,4.5299,2.0219,2.9158,False,13.81
K05752.01,1.3917,0.0234,35.67,Super-Jupiter,0.885,3749.0,631.346,23.8703,34.4234,False,13.71
K05938.01,545.2056,1.3372,1.66,Super-Earth,1.073,6273.0,1.8533,1.2933,1.8651,True,12.812
K05939.01,105.0534,0.4561,1.52,Super-Earth,1.147,6471.0,2.0088,1.3465,1.9417,False,13.724
K05941.01,44.706,0.2217,60.47,Super-Jupiter,0.727,5509.0,0.5435,0.7004,1.01,False,13.783
K05761.01,6.1329,0.0669,0.88,Rocky (Earth-like),1.06,6140.0,1.6835,1.2326,1.7776,False,13.421
K05944.01,64.7132,0.3103,64.8,Super-Jupiter,0.952,6175.0,1.2375,1.0568,1.524,False,13.882
K05948.01,398.5131,0.9961,1.23,Rocky (Earth-like),0.83,5776.0,0.5753,0.7206,1.0391,True,13.843
K05949.01,559.7856,1.3342,1.88,Super-Earth,1.011,6201.0,1.6374,1.2156,1.7531,True,13.295
K05950.01,109.4395,0.4196,1.0,Rocky (Earth-like),0.823,5359.0,0.4063,0.6055,0.8733,False,13.718
K05772.01,75.6363,0.3562,1.32,Super-Earth,1.054,6072.0,1.205,1.0428,1.5039,False,13.825
K05868.01,22.7783,0.1649,1.89,Super-Earth,1.153,6538.0,3.5763,1.7966,2.5908,False,13.787
K05954.01,73.909,0.3461,0.94,Rocky (Earth-like),1.012,5865.0,0.8946,0.8985,1.2958,False,13.144
K05774.01,1.2137,0.0245,105.53,Super-Jupiter,1.337,6782.0,5.8196,2.2918,3.305,False,10.811
K05776.01,198.6004,0.6693,4.6,Gas Giant,1.014,5357.0,4.6997,2.0595,2.97,False,13.183
K05874.01,287.3367,0.8108,2.21,Mini-Neptune,0.861,5568.0,1.0875,0.9907,1.4287,False,13.618
K05960.01,32.4185,0.1878,1.62,Super-Earth,0.84,5622.0,1.8611,1.296,1.869,False,13.325
K05964.01,32.0335,0.2043,0.9,Rocky (Earth-like),1.108,6039.0,1.2053,1.043,1.5041,False,13.186
K05782.01,584.556,1.5197,6.69,Gas Giant,1.37,5208.0,8.6495,2.794,4.0292,False,11.367
K05968.01,97.9424,0.444,2.29,Mini-Neptune,1.217,5997.0,6.0537,2.3374,3.3708,False,11.366
K06047.01,8.7529,0.1011,92.61,Super-Jupiter,1.8,7279.0,17.3422,3.9562,5.7052,False,11.961
